"","NAME","Description","Status","Long","Lat","Elev","country","continent","city","pname","citiname","countryname"
"380","Des Moines, Iowa USA - Des Moines Bcycle","<img src=""https://lh5.googleusercontent.com/proxy/4RMXbeR-LxK7pJdLLvo9idaCrN7a4K0tQGg3EVoz3wcbdJ93uAde7mL65SmdS0mq0SLtQDjiBRyMKEIOyxRG2U74z_CPHvwNSa85yCOpeW1R9t2t823bG81OSdclxGU9Sxu9quEdddw"" height=""200"" width=""auto"" /><br><br>http://desmoines.bcycle.com/home.aspx<br> OBrien Bike Share Map (http://bikes.oobrien.com/?city=desmoines)<br>CityBik.es Map (https://citybik.es/map/desmoines)<br> 68 bikes in 12 stations<br>Launched pilot: September 8, 2010 with 18 bikes and 4 stations<br>Operator: B-cycle","operation",-93.61683,41.588991,"0","United States of America","North America","Des Moines, Iowa USA","Des Moines Bcycle","Des Moines","Iowa USA"
"381","Detroit, Michigan, USA","Shift & PBSC are picked to supply and operate the Detroit program<br>420 bikes in 42 stations for spring 2017 (http://www.crainsdetroit.com/article/20160804/NEWS/160809927/detroit-bike-share-program-moves-forward-with-naming-of-vendor)<br>Issues Tender in 2016<br>Planning: Feasibility study underway in January 2013. Michigan awards funding August 2015<br>Crowd-sourcing Map: http://www.detroitbicycleshare.com/<br>source; http://www.freep.com/story/news/local/michigan/detroit/2015/08/23/semcog-awards-millions-bike-sharing/29966255/","planning",-83.0466845,42.3380554,"0","United States of America","North America","Detroit, Michigan, USA","Detroit, Michigan, USA","Detroit","USA"
"382","Deyang, Sichuan, China","630 Bike in 21 Stations<br>Scheduled to Launch End of May 2016<br>Source: http://news.xinmin.cn/shehui/2016/05/07/29975974.html","planning",104.3969822,31.1279054,"0","China","Asia","Deyang, Sichuan, China","Deyang, Sichuan, China","Deyang","China"
"383","Dezhou, Shandong, China","Planing pilot program during 2014<br>Source (http://news.xinmin.cn/shehui/2014/01/06/23167057.html)","planning",116.354141,37.451695,"0","China","Asia","Dezhou, Shandong, China","Dezhou, Shandong, China","Dezhou","China"
"384","Dezhou (Scenic River Wetland Area) Shandong, China - River Wetland Park Public Bicycle System ","100 bikes in 10 stations planned for fall 2016<br>Source: http://news.163.com/16/0901/18/BVT9G5IC00014SEH.html","planning",116.3946962,37.4207195,"0","China","Asia","Dezhou (Scenic River Wetland Area) Shandong, China","River Wetland Park Public Bicycle System ","Dezhou (Scenic River Wetland Area) Shandong","China"
"385","Dharamshala, Kanga, Himachal Pradesh, India","In May 2016 receives 'Smart City' grant for a 5 bike stations program<br>Source: http://www.tribuneindia.com/news/himachal/-divine-dharamsala-selected-as-smart-city/241471.html<br>","planning",76.3227081,32.2180295,"0","India","Asia","Dharamshala, Kanga, Himachal Pradesh, India","Dharamshala, Kanga, Himachal Pradesh, India","Dharamshala","India"
"386","Didimotichio, Greece - EasyBike Didymoteicho ","didymoteicho.easybike.gr (http://didymoteicho.easybike.gr)<br>O'Briens Bike Share Map (http://bikes.oobrien.com/didimoticho/)<br>CityBik.es (https://citybik.es/map/easybike-didymoteicho)<br>100 bikes in 7 stations<br>Launch: May 22, 2013<br>Operator: EasyBuke<br>Equipment: EasyBide - CallLock<br>Source (http://thraki-dnews.blogspot.com/2013/02/easybike.html)","operation",26.6857911,40.6939152,"0","Turkey","Europe","Didimotichio, Greece","EasyBike Didymoteicho ","Didimotichio","Greece"
"387","Dijon, France - Velodi","http://www.velodi.fr/<br>O'Brien Bike Share Map<br>(http://bikes.oobrien.com/dijon/)<br>400 bikes in 40 stations<br>Launch: February 29, 2008<br>System: SmartBikes<br>Operator: Clear Channel","operation",5.044098,47.327189,"0","France","Europe","Dijon, France","Velodi","Dijon","France"
"388","Dinghai, Zhoushan, Zhejiang, China - Dinghai District Public Bicycle Service","800 bikes in 40 stations<br>Launch Jaunuary 5, 2014<br>Source: http://dhnews.zjol.com.cn/dhnews/system/2013/12/11/017425471.shtml (http://www.zssmk.net/Tmp/newsContent.aspx?ArticleID=5a4e42a7-3937-41b6-9504-6909708c6af6)","operation",122.1076727,30.0183107,"0","China","Asia","Dinghai, Zhoushan, Zhejiang, China","Dinghai District Public Bicycle Service","Dinghai","China"
"389","Dingtao, Heze, Shandong, China","In August 2016 Under construction<br>500 bikes in 30 stations<br>Source: http://heze.sdnews.com.cn/xwzx/201608/t20160806_2119202.htm<br>","planning",115.5761719,35.0738409,"0","China","Asia","Dingtao, Heze, Shandong, China","Dingtao, Heze, Shandong, China","Dingtao","China"
"390","Djurgården, Sweden - Djurgårdscykeln","http://djurgardscykeln.se/en/<br><br><br> <br>Operator: JCDecaux Cyclocity","operation",18.098688,59.3229,"0",NA,NA,"Djurgården, Sweden","Djurgårdscykeln","Djurgården","Sweden"
"391","Dobrich, Bulgaria - nextbike","http://www.nextbike.bg/bg/dobrich/<br>CityBik.es Map (https://citybik.es/map/nextbike-dobrich)<br>20 bikes in 5 stations<br>Launch September 2, 2013<br>Source (http://www.dobrichonline.com/?com=news&cid=19135)","operation",27.828712,43.574795,"0","Bulgaria","Europe","Dobrich, Bulgaria","nextbike","Dobrich","Bulgaria"
"392","Doha, Qatar - Cyclocity-Corniche","Six month pilotFirst station with 10 bikes launched February 4, 2011 Photo (http://www.facebook.com/photo.php?fbid=476989216822&set=a.87800971822.102951.8085941822)<br><br><br> <br>Plan to cover entire city in winter months<br>Operator q.media Decaux-","stopped",51.517746,25.29957,"0","Qatar","Asia","Doha, Qatar","Cyclocity-Corniche","Doha","Qatar"
"393","Don Benito - Villanueva la Serena, Spain - Biciudad","http://villanuevadonbenito.onroll.info/<br>Ends 2014<br>Service in two communities<br>44 bikes in 11 stations<br>Launched 2010<br>System: Onroll","stopped",-5.828934,38.965282,"0","Spain","Europe","Don Benito","Villanueva la Serena, Spain","Don Benito","Don Benito"
"394","Dongguan, Songshan Lake District, Guangdong, China - Songshan Lake Public Bicycle","1,500 bikes in 14 stations<br>Launch May 1, 2010<br>Source: http://www.chinanews.com/life/news/2010/04-28/2253147.shtml","operation",113.8822174,22.9261422,"0","China","Asia","Dongguan, Songshan Lake District, Guangdong, China","Songshan Lake Public Bicycle","Dongguan","China"
"395","Dongguan, Guangdong, China - Dongguan City Public Bicycle","1,200 bikes in 23 stations<br>Launch: December 16, 2016<br>(http://dg.southcn.com/content/2016-12/17/content_161853409.htm)Will add 1,057 bike in 14 stations in May 2016 with new subway line (http://news.timedg.com/2016-01/08/20331452.shtml)<br>","operation",113.7661743,23.0204981,"0","China","Asia","Dongguan, Guangdong, China","Dongguan City Public Bicycle","Dongguan","China"
"396","Dongsheng, Ordos, Inner Mongolia, China","1,200 bikes in 44 locations<br>Launch: August 14, 2013<br>Source (http://www.cnpanyu.com/jsxw/20130815/content-357045-107-1.html)<br>Issued tender offer May 2013","operation",109.992027,39.817239,"0","China","Asia","Dongsheng, Ordos, Inner Mongolia, China","Dongsheng, Ordos, Inner Mongolia, China","Dongsheng","China"
"397","Dongyang, Jinhua, Zhejiang, China - Dongyang Public Bicycle","3,000 bicycles in 135 stations<br>(December 2015) Launch: November 29, 2014 with 1,000 bikes in 43 Stations<br>Source:<br>(2015: http://www.wtt2345.com/xw/20151209/109147.html<br>) (2014: http://www.dyzbzx.com/news_detail.asp?id=407<br>","operation",120.2290535,29.2738216,"0","China","Asia","Dongyang, Jinhua, Zhejiang, China","Dongyang Public Bicycle","Dongyang","China"
"398","Dongying City, Shandong, China","Phase I ready for launch<br>January 2016<br>760 bikes in 30 stations<br>Source:<br>(http://sd.ifeng.com/news/fengguanqilu/detail_2016_01/04/4716322_0.shtml) http://sd.ifeng.com/news/chengshi/detail_2015_07/20/4129024_0.shtml Planning 2,800 bikes in 140 stations by wend of 2016","planning",118.6820412,37.4338404,"0","China","Asia","Dongying City, Shandong, China","Dongying City, Shandong, China","Dongying City","China"
"399","Dortmund, Germany - metropolradruhr","www.metropolradruhr.de <br>O'Brien Bike Share Map (http://bikes.oobrien.com/dortmund/)<br>CityBike.es Map (https://citybik.es/map/metropolradruhr-germany-dortmund)<br>200 bikes and 61 stations (planned)<br>Launch: June 18, 2010 with 10 stations<br>Operator: Metropolradruhr in conjunction with neXtbike","operation",7.463837,51.511467,"0","Germany","Europe","Dortmund, Germany","metropolradruhr","Dortmund","Germany"
"400","Dos Hermanas, Spain - TUBICI Dos Hermanas","http://www.tubici-doshermanas.es/<br>Ends 2014<br>100 bikes and 4 stations<br>Launched: June 5, 2008<br>Operator: ITCL (http://www.itcl.es/)","stopped",-5.925064,37.282795,"0","Spain","Europe","Dos Hermanas, Spain","TUBICI Dos Hermanas","Dos Hermanas","Spain"
"401","Drammen, Norway - Drammen Bysykkel","http://drammen.clearchannel.com/home<br>O'Briens Bike Share Map (http://bikes.oobrien.com/drammen/)<br>Drammen signed a new contract with Clear Channel for 140 bicycles distributed in 15 city bike stations on May 2, 2012 For 2013 Annual Membership Card is good in Oslo and Trondheim The agreement between Clear Channel with Drammen Municipality to operate the bicyclen in Drammen is now resolved.<br>Original Launched April 28, 2001 with<br>250 bikes in 28 stations","operation",10.019531,59.712097,"0","Norway","Europe","Drammen, Norway","Drammen Bysykkel","Drammen","Norway"
"402","Drava Area (Harkány, Kémesi, Sellye, Vajszló and Villány , Hunngary - Green Bicycle Drava","http://greenebike.hu/osdrava/<br>70 Pedelcs in 5 Stations<br>Launch 2015","operation",18.2319832,45.8522387,"0","Hungary","Europe","Drava Area (Harkány, Kémesi, Sellye, Vajszló and Villány , Hunngary","Green Bicycle Drava","Drava Area (Harkány","Hunngary"
"403","Dresden, Germany - nextbike","http://nextbike.de<br>O'Brien Bike Share Map (http://bikes.oobrien.com/dresden/)<br>CityBik.es map (https://citybik.es/map/sz-bike-germany-dresden)<br>120 bikes 34 locations<br>Launched: 2007<br>To exspand April 2014 to 500 bikes","operation",13.730164,51.048301,"0","Germany","Europe","Dresden, Germany","nextbike","Dresden","Germany"
"404","Druento, Italy - BicinComune","Bicincittà (http://www.bicincitta.com/citta_v3.asp?id=29&pag=2)","operation",7.578678,45.131559,"0","Italy","Europe","Druento, Italy","BicinComune","Druento","Italy"
"405","Dubai, United Arab Emirates - BYKY","www.bykystations.com (http://www.bykystations.com)<br>http://bikes.oobrien.com/dubai/<br>CityBik.es (https://citybik.es/map/bykystations-uae-dubai)<br>250 bikes in 27 stations<br>Launched: February 16, 2013 with 100 bikes in 10 stations<br>Operator & Equipment: nextbike<br>Source (http://www.nextbike.net/blog/uncategorized/bike-sharing-system-in-dubai/)","operation",55.217285,25.175117,"0",NA,NA,"Dubai, United Arab Emirates","BYKY","Dubai","United Arab Emirates"
"406","Dublin, Ireland - Coca-Cola Zero dublinbikes","http://www.dublinbikes.ie/<br>O'Briens Bike Share Map (http://bikes.oobrien.com/dublinalt/)<br>CityBik.es Maps (https://citybik.es/map/dublinbikes)<br>1,500 bikes in 101 stations (September 2014 on 5th Anniversary (15,000 trips per day average<br>July 2015)(http://www.dublinbikes.ie/Magazine/News/Coca-Cola-Zero-dublinbikes-Turns-5)<br>Launched: September 13, 2009 with 450 bikes in 44 stations<br>Might expand possibly into the suburbs SourceII (http://www.herald.ie/news/bike-rental-scheme-set-for-suburbs-29919588.html)<br>Operator: JCDecaux","operation",-6.26667,53.345838,"0","Ireland","Europe","Dublin, Ireland","Coca-Cola Zero dublinbikes","Dublin","Ireland"
"407","Duisberg, Germany - metropolradruhr","http://www.metropolradruhr.de/ <br>O'Brien Bike Share Map (http://bikes.oobrien.com/duisburg/)<br>CityBik.es Map (https://citybik.es/map/metropolradruhr-germany-duisburg)<br>280 bikes in 31 stations<br>Launched 2010<br>Equipment: Nextbike","operation",6.757793,51.434427,"0","Germany","Europe","Duisberg, Germany","metropolradruhr","Duisberg","Germany"
"408","Dujiangyan, China - Cozy","1500 bikes 100 stations<br><br>Launched: April 1, 2010<br><br>Operator: Shanaghai Forever Bicycle Company","operation",103.614807,30.965834,"0","China","Asia","Dujiangyan, China","Cozy","Dujiangyan","China"
"409","Dumfries, Scotland UK - Bike2go","Stopped operations end of October 2015 (http://www.bbc.com/news/uk-scotland-south-scotland-34618487 )Possible new system in Spring 2016 (http://www.bbc.com/news/uk-scotland-south-scotland-36071874)<br>http://www.hourbike.com/mysitecaddy/site3/locukdumfries.htm<br>O'Brien Bike Share Map (http://bikes.oobrien.com/?city=dumfries)<br>100 bikes in 18 stations <br>Launched: September 9, 2010<br>Operator: Hourbike","stopped",-3.612528,55.068441,"0","United Kingdom","Europe","Dumfries, Scotland UK","Bike2go","Dumfries","Scotland UK"
"410","Dundee, Scotland, United Kingdom","Councilor calls for program in September 2016, city transportation department concerned of cost<br>Source: https://www.thecourier.co.uk/fp/news/local/dundee/278880/councillor-told-dundee-cant-afford-glasgow-style-bike-hire-scheme/","planning",-2.9681969,56.4604277,"0","United Kingdom","Europe","Dundee, Scotland, United Kingdom","Dundee, Scotland, United Kingdom","Dundee","United Kingdom"
"411","Dunhuang, Jiuquan, Gansu, China","To be contructed in 2015: 1,200 bikes in 40 stations<br>Source: http://gansu.gscn.com.cn/system/2015/03/09/010939101.shtml ","planning",94.6636963,40.1342659,"0","China","Asia","Dunhuang, Jiuquan, Gansu, China","Dunhuang, Jiuquan, Gansu, China","Dunhuang","China"
"412","Dunkirk, France - Dk'Vélo","http://dk-velo.fr/<br>CityBik.es Map (https://citybik.es/map/velobleu) 280 Bikes in 31 Stations<br>Launch September 2, 2013 <br>Source (http://nord-pas-de-calais.france3.fr/2013/05/14/dk-velo-dunkerque-lance-son-tour-des-velos-en-libre-service-250953.html)<br>Operator: Veolia","operation",2.37648,51.035457,"0","France","Europe","Dunkirk, France","Dk'Vélo","Dunkirk","France"
"413","Duqiao, Linhai, Taihou, Zhejiang, China - Duqiao Public Bicycle","1,200 bikes in 53 stations<br>Launch: April 1, 2015<br>Source: http://lhnews.zjol.com.cn/lhnews/system/2015/04/02/019194559.shtml","operation",121.4929962,28.7616399,"0","China","Asia","Duqiao, Linhai, Taihou, Zhejiang, China","Duqiao Public Bicycle","Duqiao","China"
"414","Durban, South Africa","Mayor calls for pilot program in October 2014 speech.<br><br> Source (http://traveller24.news24.com/News/Get-on-your-bike-board-or-horse-in-Durban-20141006)","planning",31.034317,-29.857319,"0","South Africa","Africa","Durban, South Africa","Durban, South Africa","Durban","South Africa"
"415","Düsseldorf, Germany - nextbike","http://nextbike.de<br>O'Brien Bike share Map (http://bikes.oobrien.com/dusseldorf/)<br>CityBik.es Map (https://citybik.es/map/nextbike-dusseldorf)<br>400 bikes in 56 locations<br>Launched:2008<br>Operator: nextbike","operation",6.779938,51.221508,"0","Germany","Europe","Düsseldorf, Germany","nextbike","Düsseldorf","Germany"
"416","Edinburgh, Scotland, United Kingdom","City Chambers is looking at a 5,000 electric bike sharing scheme May 2013 Source (https://docs.google.com/spreadsheet/ccc?key=0AsZSQIExPPp6dFNuZGYxa0JYV2lTaW5NNDJmZmgtVWc#gid=0)","planning",-3.190155,55.953693,"0","United Kingdom","Europe","Edinburgh, Scotland, United Kingdom","Edinburgh, Scotland, United Kingdom","Edinburgh","United Kingdom"
"417","Edmonton, Alberta, Canada","Considering feasibility study for 2016 Source: http://metronews.ca/news/edmonton/1215141/bike-share-program-could-come-to-edmonton-but-not-before-central-bike-lanes-report/","planning",-113.4750366,53.501117,"0","Canada","North America","Edmonton, Alberta, Canada","Edmonton, Alberta, Canada","Edmonton","Canada"
"418","El Campello, Spain - Onroll","http://elcampello.onroll.info/<br>System: Onroll<br>Fleet: 4 stations and 25 bikes<br> <br>Launch:2009- Ends 2014","stopped",-0.396495,38.428715,"0","Spain","Europe","El Campello, Spain","Onroll","El Campello","Spain"
"419","Edmonton - Blatchford Area, Alberta, Canada - ","Bike Sharing is being planned for the Transportation Oriented Development just north of Edmonton Central Business District Source (http://metronews.ca/news/edmonton/1199480/city-officials-open-to-bike-sharing-program-in-blatchford/)","planning",-113.515549,53.571715,"0","Canada","North America","Edmonton","Blatchford Area, Alberta, Canada","Edmonton","Edmonton"
"420","Eindhoven, The Netherlands - Hopperpoint","http://hopperpoint.nl/en<br>Opens first station January 6, 2016<br>will have<br>120 bikes in 10 stations<br>In the first quarter<br>2016<br>3 year pilot<br>Operator: CallLock<br>Equipment: CallLock","operation",5.4786587,51.4436832,"0","Netherlands","Europe","Eindhoven, The Netherlands","Hopperpoint","Eindhoven","The Netherlands"
